track_id,track_name,artist_name,album_name,release_year,genre,popularity,duration_ms,explicit,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,mode,time_signature
P3fAbnFbmOHnKYaXRvj7uf,One Dance (Acoustic Version),Alex Rodriguez,The Night Album,2024,metal,14,189042,True,0.4277226245720831,1.0,-4.702460124170008,0.050634521722032776,0.23950553786088696,0.1813947783322327,0.1330525614065048,0.43138400653789466,141.04873460781306,6,0,4
M2wleOV911xCZkwPRQeNHp,Forever Song (Remix),Desert Wind,Burning Soul,2019,rock,11,186805,True,0.4486344722988519,0.7309111795456993,-7.110031405122221,0.0,0.0444630046890899,0.09781763735300866,0.43594880310377926,0.5591349532819402,131.8332874783402,0,1,5
4JSnE2NiiUHUAKw9iEU1jj,Last Mountain,The Midnight,The Night Album,2022,k-pop,23,121814,False,0.7079233572097434,0.7449967500248068,-7.30511983668819,0.1440911273803575,0.11838033303144793,0.0,0.2622544912103189,0.5168734525043466,127.13295392507133,2,1,5
2UVvsjaSS8VFgM0Fmxk754,Falling Star (Live),Phantom Keys,Phantom's Greatest Hits,2024,latin,34,216049,False,0.8462365979264634,0.8558113246738333,-9.527256028595323,0.006668231458524507,0.2728440500200418,0.0,0.04533219026386537,0.667911310092934,93.0417154297765,0,1,6
EeVVhDIq2AnHTmt9OBGhnu,Rising Moon (feat. someone),Desert Wind,Rising Soul,2010,latin,31,156170,False,0.9437199426995141,0.8617536142939438,-9.017652569667916,0.05763150496595142,0.21975161176842767,0.09804361016978874,0.13208257621547098,0.7721511535004275,93.40497538990958,7,1,4
oPni6JDWYlgAACTP9gyv1p,Blue Moon (Live),Desert Wind,2007 Sessions,2007,electronic,9,256912,False,0.8967556240506945,0.945471455667513,-1.013697241349579,0.0635272500797328,0.45467555043520075,0.17636873559460992,0.14013616099847986,0.590870386878788,106.71874312112897,11,1,4
Id9Z850kEnydx9qWCA79IS,Night Road (Remix),Desert Wind,Blue Heart,2021,electronic,8,195255,False,,0.7897891547698556,-2.7537936468937776,0.06315004438638738,0.0,0.2910613946490685,0.18970775493480402,0.7452967485799333,117.46920359183972,5,0,4
GdF0ee1z6JJcfOJtqPtqiO,Forever Star,Jordan Johnson,The Night,2000,soul,68,273178,False,0.36137887429238363,0.6214621532666519,-9.68654935474088,0.048434525741202314,0.4043523591840211,0.02671512733191477,0.2014938830094755,0.34665276002063977,83.85414787299106,11,0,4
22wjZRL9OaYsP6ihgIqLSm,Golden World (Live),Static Wave,Volume 1,2013,classical,16,169077,False,0.2572276251929232,0.5455890534982344,-15.577082894343368,0.0520618936933445,0.8758345876353708,0.8065057569904375,0.29428228145150204,0.5627899549030161,119.8654792056457,7,0,4
TIAae24HZKjht3X13npgW2,Last Mountain,Crystal Veil,Dark Wave,2006,jazz,7,168838,False,0.49078810213560087,0.5107795130010344,-6.880185138964614,0.08494357662541517,0.6510973214888165,0.5207568562533966,0.2449086732629106,0.416568969498704,128.04504048573096,11,1,4
PTpjRxcDm4vY2nOyreVvFQ,Burning Star,Desert Wind,Volume 1,2007,rock,25,150579,False,0.5976220660843604,0.6722962820279254,-4.317620196187612,0.10228571017129713,0.0,0.06477070868258433,0.20598827942484235,0.6172734307665966,111.44573933682878,11,1,4
B9h3lcBGYQ6TmA65MPh3FP,Wild Song (Remix),Solar Drift,2019 Sessions,2019,latin,32,159130,False,0.8471545923398649,0.8516881719091967,-5.975500964025586,0.02132580430563044,0.30592168707850387,0.12600845292113608,0.2534501064880046,0.6568254107057869,98.73230863004108,7,0,4
arAJOCBnD3XkfFNuYUPnmb,Dark Day,Morgan Thompson,Morgan's Greatest Hits,2018,country,26,275409,False,0.5705534260796555,0.5295516602771012,-10.16854328887657,0.007367588601382466,0.4707477948703075,0.04729215798533151,0.2076690799330019,0.8040774873554036,116.1950283781686,5,1,4
aUVgAk7Gdp0CXP9K63LSFZ,Burning Night,Skyler Jackson,Volume 2,2013,folk,20,186916,False,0.4550376077364028,0.36352738194826206,-12.372397166644978,0.06961363271790955,0.7657045321186396,,,0.49867874310919286,98.10930071182783,11,0,4
Sou3ejxjnzuCdZyV6b2JD6,Broken Song - Radio Edit,Reese Jackson,2006 Sessions,2006,jazz,43,233120,False,0.5569850462135201,0.2628435642603253,-10.92663791895515,0.07243138105472938,0.7799661491810332,0.6343041641627922,0.04223306320429088,0.4593262440127316,127.7255290081299,11,1,4
QzkChMbyIbNiCdxnuVxUZp,Your Day,Iron Soul,Burning Heart,2022,classical,25,185940,True,0.4097057593566502,0.3685843132604934,-14.303111525470785,0.047047236882092856,0.7416921554007982,0.7799385285434262,0.19650227981093385,0.32161066232559476,107.40545786940571,3,1,4
jhPInRVkLUhY7gbtP7ySeQ,Dark Sky (Remix),Jordan Smith,Volume 3,2003,pop,13,180677,False,0.663368176105268,0.8306740716360839,-5.307159942713612,0.016890208882827752,0.0641635548888038,0.06436781991477407,0.10696333682828632,0.6824687884372962,118.6835775985572,7,1,4
AEAw3CjkGOM5WCZKtp5rBU,Rising Mountain - Radio Edit,Quinn Williams,Quinn's Greatest Hits,2017,k-pop,32,137449,False,0.9057623692793942,0.7045716303029153,-6.833496232657549,0.003234705636378732,0.027381710669189374,0.15290413844865233,0.14657529088496324,0.6523229640234125,128.76650548655678,7,1,4
2IGlozIoDSBbszpPwIv9Iv,Forever Rain (Remix),Quinn Rodriguez,Volume 1,2021,k-pop,20,207321,False,1.0,0.9038958312661376,-10.05810989786204,0.050630637085349955,0.2720293379023947,0.0,0.22438194281462284,0.8161951080144004,110.09604292632875,5,1,4
rKVL8ZswsRhcds6NUgarDv,My Rain (Live),Phantom Keys,One Fire,2015,electronic,18,212740,False,0.96516811822309,1.0,-5.885236439619124,0.03137340914981815,0.0570210682768213,0.43783975427602584,0.2204975508770525,,124.96313711252674,11,0,4
fpIzKMWx4sKAJd7gVMqfoI,Lost Dream - Radio Edit,Jordan Jones,Forever Mountain,2019,metal,6,248232,False,0.605964004958752,0.6957494640572999,,0.08353268825938306,0.08371902412820392,0.0701840384143525,0.15918777496427247,0.276049859801175,139.15952864583682,8,0,4
Q5WMO5AHO4ZektUJrhQR6F,Electric Night,Storm Collective,The Star Album,2021,punk,32,190221,False,0.3744358971281865,1.0,,0.05159488168290065,0.0,0.0,0.11307972718187868,0.6242905976620162,191.29289663758988,0,1,4
J69PqcUDO4lKNEfvuP1uRr,Fast Moon,Neon Pulse,Volume 2,2022,classical,27,155361,False,0.33183435655539567,0.21276798920878529,-14.027500942534674,,0.8916395157991261,0.9476125620349531,0.09817793167665273,0.763858091352819,92.90973927750447,9,0,4
a1CdGMEBdqir2EbNXStazn,One Night,Wild Current,The Storm Album,2006,latin,34,219172,False,0.7361024106289699,,-12.77005324589084,0.14081726066266875,,0.08430504411010069,0.24138413414754245,1.0,103.50044889646159,8,0,4
x5F21rWz5FYrsK9EjHvIHC,Wild Road (feat. someone),Jamie Jackson,Rising Song,2024,pop,12,164886,False,0.546229879020321,0.5311043470748134,-7.655332663757308,0.05146211393152611,0.18730890787176055,0.12802849735596417,,0.6260092205054859,117.71475688145966,5,1,3
Oj7h7ug0g4ai18eWqMyeuP,Burning Song (Acoustic Version),Cameron Wilson,Electric Moon,2007,pop,92,254257,False,0.8725365871177098,0.7925035721756847,-4.021940548598784,0.06355492024526974,0.0,0.0,0.1456798763368832,0.7186514681643259,119.04478996778319,0,0,4
AgN2BR4cXsxjGJXke1Mo4i,Forever Rain (Live),Lunar Echo,The Storm Album,2017,k-pop,17,183027,False,0.954137232935405,0.8951124991302248,0.0,0.039306097484478025,,0.03466736045906814,0.3989802933217672,0.5787552571967273,111.40417236728835,4,0,4
7QCs90gxwsRbZya1W84UZ3,Dark Mountain (Acoustic Version),The Drifters,The's Greatest Hits,2024,pop,39,197300,False,0.4904752179522937,0.7434971750566362,-3.7859574690196363,0.09882095280052842,0.23903556198353582,0.12813269003437033,0.25002429533624193,0.6301550834086306,116.8958332631214,11,1,4
i4uzmW2wFqk467s1XDeUnP,Fast Moon (Acoustic Version),Jordan Martinez,The Rain Album,2015,r&b,63,203592,True,0.7362552185696859,0.7685379574368154,-11.783282976383102,0.05602499908184909,0.22062924396618197,0.023758447501179364,0.13499345285207562,0.6934274898521248,83.98569355926108,7,1,4
xNxPDM6uLONCROhcc9hoHy,Slow Moon - Radio Edit,Crystal Veil,2019 Sessions,2019,country,21,217473,False,0.5006528305301144,0.5835362677482887,-6.772998941750663,0.12189595684520954,0.4937833761856675,0.14410102837863767,0.19699729029073082,0.8529867779642684,131.39869769828118,1,1,3
ow8w3Ndr86ZfnN8du9WmZI,Rising Road (feat. someone),Casey Johnson,Volume 3,2019,latin,16,213334,False,0.7042091847303874,0.8323261751998127,-3.3247265394512366,0.0,0.03800897848010698,0.0,0.15305931655554422,0.9076313383693944,132.53535578144042,7,1,4
ObaWoukdTGUDWFgF6cW1GC,The Heart (Live),Taylor Jones,2009 Sessions,2009,gospel,8,206611,False,0.5982338089638076,0.7455686515635592,-8.84415531965326,0.0034122721521996913,0.41925610323913526,0.05224954616684617,0.2922677684798021,0.6038206359256002,,1,1,4
hMKSxLsFAXhO2I1A3zZyTt,Wild Rain (Acoustic Version),Logan Williams,Night Day,2019,hip-hop,7,163414,False,0.7583359699195967,0.5528943773733259,-6.188037291819516,0.2582056928200495,0.0,0.05032372124142755,0.1269742381627559,0.4310690751606484,93.39454460068163,4,1,4
KIuhvPU1S8LvJnOng0wVJY,Burning Mountain,Neon Pulse,The Mountain,2003,country,9,196017,False,0.6617506788828647,0.764556208709099,-4.9459372061984705,0.015185451098577923,0.3916305393290824,0.06636035212398833,0.12527201636624785,0.49579189713145644,151.61212615100894,5,1,4
liOeT8fGxCjtu6K2jUdfBA,Falling Night - Radio Edit,Storm Collective,Volume 3,2012,pop,4,145998,False,0.789186835566692,0.7373500185452243,0.0,0.10478299645738307,0.134649889022308,0.0,0.019355367974242726,0.6805195453800835,106.65473882073545,3,1,4
n9dm6VVrhEAiHoIPvyUBCe,Wild River - Radio Edit,Avery Martin,Volume 3,2007,rock,6,281191,False,0.5261867279037316,0.9292676946845296,-1.8340070103607564,0.07614537045341295,0.0151231056617884,0.0497363263738117,0.41743294034923883,0.6521799039030947,123.39243161689713,3,1,4
CQwBgBye1UnWeNGmWv7Ojg,Golden Road,The Midnight,The's Greatest Hits,2018,country,9,207739,False,0.43217189114170307,0.6875563084028685,-9.451927707365481,0.02051498464941216,0.4089127290913357,0.0,0.1848521627944827,0.5553574825383444,120.05685238669759,4,0,5
5INM1MjeBsrdFtCdZe11MF,Forever River,Cameron Thomas,Volume 3,2022,soul,22,164907,False,0.5931197844074841,0.5160903637335514,-6.915050171108871,0.06830013940636544,0.5951984587618766,0.1695689724349849,0.273301214038835,0.5357397626408271,89.53164495095638,5,1,4
Z8fOcR9GLw4yWQdNuuIxp0,Falling Light (Acoustic Version),Reese Jones,Volume 3,2019,pop,7,184039,False,0.7966310950532849,0.5006175925277248,-5.6982393959419495,0.011559352009501728,0.07177966706374089,0.013791893705313122,0.09395866347160475,0.5923166683655262,133.09439213821662,8,0,4
INuhR694fPFbt6vVl9jsWF,Burning World,Skyler Jones,2017 Sessions,2017,r&b,14,236474,False,0.5375708173989729,0.49608451171588464,-6.490812146828879,0.08357575676582597,0.2785652895254499,0.14641072760601612,0.1680149080634401,0.617059419031947,91.08225920913625,1,1,4
BzPoBrUBHtYDZw69CrxG7Y,Falling Light (Remix),Echo Chamber,My Day,2017,country,15,285439,False,,0.580877176139859,-3.8963582335081655,0.023676985079137944,0.23542505577865752,0.0,0.0,1.3557150059787078,116.27627568784328,11,1,4
BFZf4Y25zyxxfntgSujc4D,Night Day (Live),Reese Brown,Volume 1,2023,jazz,35,213692,False,0.4438220869698419,0.4344329513469158,-11.504416859638269,0.07275746697878567,0.5450231943506358,0.5179701701465959,0.23093781163361057,0.7870990582847586,134.48883011939387,1,1,4
AWohoNMdZEHNJSsavJlPGw,Silent Moon,Echo Chamber,2021 Sessions,2021,hip-hop,15,226978,False,0.828587948466327,0.6226811063881861,-4.563060522760825,0.23334648421147794,0.22450479331094791,0.0,0.15301250647066286,0.40318544263265393,14.853926251567417,8,1,4
WvTMVTucHYkWCRNYdWCscm,My Star (Remix),Iron Soul,Volume 3,2020,country,25,328960,False,0.40413383046857776,0.653715718510184,-10.675156208541157,0.019483425001143383,0.5004713044297036,0.08684523186799231,0.09091566575489222,0.33129205078213986,118.70796262708147,0,1,4
cOqXByB7vlQwXqfAA9lsgu,Broken Storm (Live),Lunar Echo,Volume 1,2018,ambient,80,204339,False,0.30772110780840556,0.20686608291349576,-20.371423366335936,0.048858734285439825,0.7758429395770041,0.8576336036923982,0.33931866266393973,0.2733176485353222,65.15592769612128,10,0,4
6eNwXQ7iLWceWwxJLQ6xVJ,Silent Dance - Radio Edit,Quinn Thompson,Wild Rain,2023,ambient,17,238266,False,0.5546429322084984,0.24287432005293524,-19.76426047894366,0.024663965684338235,0.6785195760646306,0.7033759518869602,0.2652246489030268,0.001889393903280412,76.5518064283042,8,0,4
WRnLR9miekS9Y79PRIssjR,Lost Dance,Cameron White,Cameron's Greatest Hits,2016,hip-hop,8,160206,False,0.7905108323096867,0.6472731716302796,-14.090659928824715,0.2178282053392875,0.07228785637495866,0.06569650918507347,,0.7189847544321637,90.96666964167754,11,1,4
8i2eySDzzJhteCGhZIKViF,My Sky,Alex Lopez,Volume 1,2005,r&b,19,154171,False,0.6560947553718623,0.700913656249613,-7.3445320584490705,0.08620146494382075,0.5283912207628401,0.0,0.31885822690402876,0.20109729644259405,,1,1,4
pNIhsHFk6jOSL0IZbcNJOV,Last Mountain,Drew Lopez,2024 Sessions,2024,soul,32,232021,False,0.5110985966338615,0.48666199748909494,-11.831727536397487,0.13009081773694492,0.4622814071776953,0.1417244075995327,0.2521672064043235,0.48064223431741565,90.1321960058034,2,0,4
QjzCvi1t9vyVFgohBid61z,Lost Star (Acoustic Version),Wild Current,2021 Sessions,2021,hip-hop,21,173266,False,0.8481582406186103,0.7103306609045464,-1.06080827196008,0.17971642542774957,0.021132001825900748,0.0,0.013022082793159973,0.8147030401394079,76.37748153576317,7,1,4
CoKdrL0PragiqwzcdIwrxB,Burning Rain,Avery Jackson,Volume 2,2015,r&b,10,216763,True,0.5001684710539533,0.8235747641948046,-6.366947598392144,0.0761314755251843,0.15460970958292602,0.05193088914816567,0.17623652975751516,0.7654952823024782,101.71341472993059,0,1,4
ccSXGj3i5tyM0KFFEIDbug,Last River (Remix),Quinn Jones,The Rain Album,2019,jazz,5,233712,False,0.47525745962784605,0.3498228359188874,-15.865342139271974,0.05403269689016209,0.4544488416828408,0.5941490924247601,0.38055740456399534,0.7076387369689574,112.96278419707598,1,1,4
M0jQb6gbtjQzW52TdimuPG,Wild Wave (Live),Jordan Martin,Volume 3,2019,punk,14,176007,True,0.6498569333355092,1.0,-10.522622693994936,0.02881692133057194,0.0,0.0320872840168667,0.2317659020469123,0.3411384280269802,170.80150146715619,4,0,4
8srmRtv5XqhPx8Y7XsrSvB,Golden Day (feat. someone),Riley Davis,Volume 2,2021,rock,23,180355,False,0.568876035104201,0.6095711538509575,0.0,0.037817854460509705,0.1314384968337263,0.06432294372391721,0.24075668643313586,1.1876885154815087,129.91995293745006,4,1,4
4noguDQi78jO2DOUrrdVOo,My Wave - Radio Edit,Solar Drift,Solar's Greatest Hits,2005,pop,14,139339,False,0.7158013811403646,0.9124960762762612,-7.380901173363302,0.13249794231987716,0.23493023225465703,0.0,0.2432407739055521,0.7958831674440094,127.32714943325794,0,1,4
5uCNG3iFqYuTOSausPlLNz,Last World (Acoustic Version),Avery Johnson,Avery's Greatest Hits,2024,hip-hop,17,238482,False,0.6616782533035113,0.6528505737189589,-2.8062939659199007,0.2247842267554828,0.1980038221256284,0.05949295677679458,0.30862686134046013,0.7093314776370567,88.19383537195337,2,1,6
BquKJqwoPCjQ53VQN6wn7D,Forever Mountain (Acoustic Version),Cameron Hernandez,Cameron's Greatest Hits,2003,gospel,5,211339,True,0.6515541862959102,0.6749225224595734,-7.18526348841388,0.01893005696718763,0.2902732151510085,0.10425222826663229,0.1760444846143345,0.9222251046058936,108.42477564195691,9,1,3
eIdHFJjuGhmKfFYCFCdCYS,Fast Rain,Devon Williams,2011 Sessions,2011,r&b,24,222736,False,0.6249018150927433,0.7733512195085798,-7.783081759740386,0.08539938883278754,0.2695084475972947,0.0,0.11494151584431431,0.756531886392983,113.01647536256333,2,0,3
5bzVV8OA9x14xQPHOvlHGT,Dark Dream,Sam Harris,2002 Sessions,2002,soul,-1,186471,False,0.689874078713051,0.7078576450078421,-10.051865350301117,0.1163738976074232,0.62586777483431,0.010972915164827277,0.1354497478599228,0.8680076715676551,121.69358218596068,0,1,4
6SgYzV2amgcLRdTyon1dFr,Rising Star (Acoustic Version),Drew Davis,Drew's Greatest Hits,2013,rock,19,282949,False,0.2679586038670928,0.675112500202435,,0.07730492945828585,0.10011323362240618,0.0,0.41097227554061866,,,2,1,4
4MAE86PWtzjxUD0sRX4I8I,Night Song (feat. someone),Casey Johnson,2010 Sessions,2010,hip-hop,23,141791,False,0.7435135447232178,0.8226819837329062,-1.7384872560304352,0.19717014825002094,0.00011733122749256475,0.04771324451091233,0.12477769557190287,0.6449397726633267,98.04384531276949,7,0,4
LceXKPnm4s4nlTUU4RRyot,Broken Song (Live),Sam Harris,Volume 2,2012,punk,7,209627,True,0.5152198923347211,1.0,,0.08418941194552522,0.0,0.0,0.26841008365591795,0.30739743128920094,155.38636802928218,8,1,4
Vtmtc1TbIKSsmoJpI6uVES,Electric Night,Cameron Thomas,2017 Sessions,2017,soul,37,259891,False,0.9832318911048346,0.5162957472495615,-9.968318327554666,0.10176643508276288,0.43182697875515735,0.1877365860588827,0.2383928185325964,0.5961061863819411,106.85982246038463,10,0,4
G0eYdaiNejnCdN54OaGzbS,Burning Storm,Desert Wind,Silent Love,2020,blues,23,228018,False,0.6410224989734298,0.6838026561489098,-12.947573974711037,0.0692224842964299,0.5055611957683245,0.01331528101765865,0.11104596789196337,0.6242433276342289,111.27378832179001,0,0,4
qyxzJ9oQ0O1VfxIdakEAWJ,One World,Drew Miller,2024 Sessions,2024,r&b,32,222555,False,0.5868172630824097,-0.13629095069351088,-5.0635474565767735,0.1665301889322184,0.1830666118056399,0.03753202621311512,0.2049383683710755,0.8366179919645211,98.57056701419572,11,0,4
HOl0amiYY5sIJ0PHxTXQeU,Slow Heart,Desert Wind,The Star Album,2020,gospel,4,186338,False,0.577635312676429,0.6014401012031545,-9.088871836906122,0.07698557077471313,0.20280493188231527,0.09720119688505838,0.13198681323041492,0.8391704046050174,113.50653400182101,0,1,4
